书名,作者,分类,豆瓣评分,百度网盘提取码,百度云盘链接
最好的我们,八月长安,青春_成长,0,百度网盘(提取码:6666),http://pan.baidu.com/s/1nuR7PWl
这世上的美好，唯你而已,蓑依,青春_成长,0,百度网盘(提取码:6666),http://pan.baidu.com/s/1geJC4Un
请尊重一个姑娘的努力,杨熹文,青春_成长,0,百度网盘(提取码:6666),http://pan.baidu.com/s/1c2sUz6o
别再为小事抓狂：小事永远只是小事,理查德·卡尔森,青春_成长,0,百度网盘(提取码:6666),http://pan.baidu.com/s/1nv0JARn
"20岁,光阴不再来",梅格·杰伊,青春_成长,0,百度网盘(提取码:6666),http://pan.baidu.com/s/1pLm2vJP
负负得正的人生奥义书,键人（林育圣,青春_成长,0,百度网盘(提取码:6666),http://pan.baidu.com/s/1b0PK5o
兔子什么都知道：叫一声我的名字好吗,夏正正、Q歪歪,青春_成长,0,百度网盘(提取码:6666),http://pan.baidu.com/s/1mhFy4Og
原谅不美好,韩梅梅,青春_成长,0,百度网盘(提取码:6666),http://pan.baidu.com/s/1eS1DIzo
十一岁到德国：一个中国女孩的留学经历,夏芊若,青春_成长,0,百度网盘(提取码:6666),http://pan.baidu.com/s/1pKT55cn
世界上到处都是有才华的穷人：从穷人到富人的13个关键点,约翰·麦克斯韦尔,青春_成长,0,百度网盘(提取码:6666),http://pan.baidu.com/s/1dE1zAlb
210公分信念,吉姆•林奇,青春_成长,0,百度网盘(提取码:6666),http://pan.baidu.com/s/1bo4k1Uv
爱撒娇的女人最命好,梅子,青春_成长,0,百度网盘(提取码:6666),http://pan.baidu.com/s/1nv6OdgH
你的生命有什么可能,古典,青春_成长,0,百度网盘(提取码:6666),http://pan.baidu.com/s/1kUUs4Qz
最初的相遇，最后的别离,舒仪,青春_成长,0,百度网盘(提取码:6666),http://pan.baidu.com/s/1kV78cx5
