书名,作者,分类,豆瓣评分,百度网盘提取码,百度云盘链接
投资者的敌人,朱 宁,投资_股票_金融_经济,0,百度网盘(提取码:6666),https://pan.baidu.com/s/12TyYrAEF-BWSnJtk4xlgFQ
货币的教训,周其仁,投资_股票_金融_经济,8.9,百度网盘(提取码:6666),https://pan.baidu.com/s/1-vASLdddJqyfNJYpUCuzxA
发现利润区,斯莱沃斯基,投资_股票_金融_经济,0,百度网盘(提取码:6666),https://pan.baidu.com/s/1oGWgjeMcBs6hBwqRdK6woQ
房债：为什么会出现大衰退，如何避免重蹈覆辙,阿蒂夫·迈恩,投资_股票_金融_经济,0,百度网盘(提取码:6666),https://pan.baidu.com/s/17-7uizVIjynfzxvmUjMfCg
您厉害，您赚得多,方三文,投资_股票_金融_经济,7.3,百度网盘(提取码:6666),https://pan.baidu.com/s/1XAAeER8dyHXCHZ_iSlSwzA
蓝筹孩子,戴维·W.比安奇,投资_股票_金融_经济,0,百度网盘(提取码:6666),https://pan.baidu.com/s/1VfmZ8Kj7PvaA1CIytudBUA
财报粉饰面对面,郑朝晖,投资_股票_金融_经济,0,百度网盘(提取码:6666),https://pan.baidu.com/s/1yZQf9E2EFK02FpqD3kT2hQ
北大国情报告,林毅夫,投资_股票_金融_经济,0,百度网盘(提取码:6666),https://pan.baidu.com/s/1AUBDWhe-OIWsluKrWIzyiQ
财务思维：如何成为一个财务高手,蔡千年,投资_股票_金融_经济,8.7,百度网盘(提取码:6666),https://pan.baidu.com/s/1fgogEmYEZQuNi3D7BFwdZg
怎样选择成长股,菲利普.A.费舍,投资_股票_金融_经济,8.5,百度网盘(提取码:6666),https://pan.baidu.com/s/1DPVuAK71vL4RFAJN0fm57Q
改革的逻辑,周其仁,投资_股票_金融_经济,0,百度网盘(提取码:6666),https://pan.baidu.com/s/1i9gMCMyAKrFNFNmrjSaECw
证券投机的艺术,安德烈?科斯托拉尼,投资_股票_金融_经济,8.8,百度网盘(提取码:6666),https://pan.baidu.com/s/1lNZRoQtEbXjNhFklq0gEnw
富爸爸投资指南,罗伯特·T. 清崎,投资_股票_金融_经济,0,百度网盘(提取码:6666),https://pan.baidu.com/s/1EAuPkPzJoNgt2Y2a9z3RvQ
最全最全的哈佛经济课,王惠敏,投资_股票_金融_经济,0,百度网盘(提取码:6666),https://pan.baidu.com/s/1VABLViT27mcM6jhW6tp_dQ
国富论,亚当·斯密,投资_股票_金融_经济,0,百度网盘(提取码:6666),https://pan.baidu.com/s/1xokQM3tJz0_LEYfOQBGKRA
经济学300年（上下合集）,何正斌,投资_股票_金融_经济,7.9,百度网盘(提取码:6666),https://pan.baidu.com/s/1BckV9dKPXbuTcNRX8KuhAg
